time_ms,x1,y1,x2,y2,score,t1_cs,t1gk_cs,t2_cs,t2gk_cs,ref_cs
6537000,302.8,467.5,337.4,557.1,0.99633,0.063419,0.034867,0.548053,0.120789,0.063079
6537000,446.0,383.2,474.2,447.5,0.98787,0.522973,0.025498,0.036846,0.113323,0.180077
6537000,898.2,311.5,929.6,383.6,0.98759,0.448986,0.025185,0.045495,0.139497,0.199099
6537000,128.1,591.4,159.2,682.1,0.98567,0.051384,0.020476,0.583805,0.120116,0.085539
6537000,649.9,473.4,681.1,549.3,0.98509,0.613897,0.021736,0.024787,0.019216,0.051577
6537000,681.2,502.8,717.6,585.7,0.98365,0.046695,0.020652,0.557171,0.140475,0.072569
6537000,665.0,384.3,698.9,454.5,0.97568,0.034858,0.017540,0.531383,0.079656,0.052070
6537000,925.3,492.4,957.9,564.0,0.97551,0.133426,0.090186,0.130767,0.616733,0.570752
6537000,94.0,637.6,140.7,720.0,0.97266,0.545300,0.036430,0.091010,0.139727,0.152719
6537000,767.9,328.1,795.6,393.1,0.94521,0.034462,0.019436,0.524036,0.083690,0.048559
6537000,551.5,371.9,572.6,439.0,0.88566,0.061474,0.041083,0.508709,0.125885,0.065265
6537000,596.0,196.6,622.1,240.5,0.87626,0.010925,0.245187,0.081985,0.077058,0.011440
6537000,409.9,186.8,433.2,238.6,0.86599,0.058248,0.057423,0.053983,0.102086,0.127382
6537000,548.0,261.2,588.2,314.0,0.84603,0.041302,0.000000,0.044433,0.258070,0.212138
6537000,821.3,202.8,843.1,249.0,0.79000,0.000000,0.028715,0.080485,0.000000,0.000000
6537000,441.7,186.2,467.2,243.7,0.73909,0.002180,0.000000,0.319735,0.073222,0.033654
6537000,1011.8,195.4,1043.4,254.4,0.73146,0.105151,0.049762,0.220654,0.267556,0.287700
6537000,663.5,199.6,685.5,251.4,0.73100,0.024863,0.002398,0.241854,0.062208,0.065376
6537000,290.0,199.7,331.7,240.9,0.65771,0.003324,0.000000,0.261837,0.062936,0.035824
6537000,1247.3,210.2,1273.2,259.3,0.55768,0.000643,0.008368,0.176318,0.005638,0.001140
6537000,1131.2,142.7,1158.2,169.8,0.52817,0.082045,0.000000,0.013108,0.092640,0.142044
6537000,1134.9,204.1,1160.0,254.5,0.45532,0.005393,0.023463,0.185346,0.103913,0.050069
6537000,818.7,133.8,844.2,164.5,0.37967,0.000332,0.000000,0.052794,0.112454,0.047001
6537000,1072.8,251.1,1097.1,268.7,0.37115,0.004831,0.000000,0.090544,0.377082,0.123821
6537000,872.3,244.8,890.2,262.1,0.34727,0.004831,0.000000,0.101081,0.286378,0.085914
6537000,298.2,112.7,324.5,153.8,0.34090,0.010042,0.000000,0.064824,0.070592,0.023949
6537000,46.9,123.0,67.8,155.8,0.33283,0.002889,0.000000,0.019069,0.028179,0.016483
6537000,1155.9,251.6,1175.3,270.8,0.28003,0.000000,0.000000,0.139233,0.006402,0.000000
6537000,913.7,245.8,933.2,263.0,0.25369,0.002571,0.000000,0.080396,0.250935,0.056867
6537033,302.7,468.6,337.5,556.5,0.99535,0.058259,0.036166,0.573810,0.125170,0.065855
6537033,448.2,384.5,476.7,448.4,0.99324,0.467713,0.026265,0.053756,0.101086,0.160442
6537033,648.5,470.9,677.7,548.9,0.98950,0.572743,0.024907,0.017602,0.015487,0.049373
6537033,679.1,500.9,717.0,582.9,0.98929,0.050053,0.034262,0.550672,0.138634,0.064765
6537033,900.4,312.0,929.9,383.2,0.98124,0.446995,0.015228,0.049794,0.162075,0.232307
6537033,93.0,637.8,146.2,720.0,0.98098,0.534024,0.035347,0.088747,0.119527,0.132232
6537033,917.6,492.8,955.6,578.1,0.97848,0.134361,0.062182,0.122490,0.607042,0.678259
6537033,127.3,594.7,158.0,684.7,0.97777,0.044153,0.019512,0.594298,0.110120,0.067243
6537033,670.8,381.6,701.0,453.9,0.97704,0.032560,0.028699,0.534054,0.068383,0.041675
6537033,768.8,330.2,796.9,395.6,0.94514,0.018188,0.010950,0.519848,0.070312,0.043384
6537033,411.3,186.6,433.4,238.5,0.88151,0.059398,0.069770,0.050322,0.093014,0.113212
6537033,549.4,261.9,589.3,314.1,0.84095,0.033854,0.000000,0.043742,0.275277,0.238665
6537033,598.0,197.2,622.3,243.5,0.80325,0.010283,0.242319,0.102512,0.043348,0.008804
6537033,821.5,202.5,843.9,249.6,0.75580,0.000000,0.032605,0.062739,0.000000,0.000000
6537033,1015.6,197.2,1042.0,254.2,0.73815,0.104576,0.057088,0.215379,0.256461,0.269992
6537033,546.2,373.6,572.8,440.9,0.69830,0.075401,0.062109,0.506630,0.153947,0.088880
6537033,443.2,185.9,468.6,244.2,0.66759,0.003465,0.000000,0.319390,0.072141,0.033654
6537033,1137.6,204.6,1159.0,252.1,0.66297,0.004499,0.020454,0.182524,0.074030,0.043895
6537033,664.8,201.2,686.3,251.3,0.54682,0.031969,0.002398,0.230722,0.091604,0.091925
6537033,1131.8,142.9,1159.1,170.1,0.54534,0.081319,0.000000,0.016842,0.062303,0.135323
6537033,289.2,200.4,332.0,240.9,0.54168,0.002327,0.000000,0.296031,0.072259,0.038969
6537033,1248.4,210.7,1274.6,257.4,0.49134,0.000000,0.008900,0.151376,0.005638,0.001140
6537033,819.2,134.1,844.6,164.6,0.40125,0.000332,0.000000,0.041053,0.108808,0.034261
6537033,1073.4,251.5,1097.3,269.2,0.37971,0.003213,0.000000,0.099862,0.410128,0.140421
6537033,300.9,113.2,327.2,154.1,0.33156,0.019989,0.000000,0.062170,0.081861,0.047110
6537066,303.3,468.9,338.2,556.1,0.99697,0.060219,0.028776,0.586046,0.132653,0.076842
6537066,450.3,385.6,479.3,447.9,0.99157,0.447779,0.028120,0.041853,0.100585,0.164036
6537066,98.9,638.0,146.5,719.2,0.99146,0.539613,0.037093,0.132899,0.107025,0.128701
6537066,645.7,467.8,680.7,548.7,0.99121,0.563524,0.031404,0.028724,0.042012,0.075409
6537066,678.9,501.1,716.8,583.0,0.98469,0.044611,0.026266,0.549384,0.150031,0.071415
6537066,901.8,313.7,930.0,383.8,0.98212,0.443603,0.020961,0.052463,0.144851,0.218779
6537066,675.7,380.9,704.4,455.4,0.98036,0.035806,0.028272,0.531705,0.079224,0.037130
6537066,127.0,594.4,161.1,681.9,0.96896,0.049338,0.024009,0.595395,0.126115,0.080146
6537066,541.3,374.5,576.7,442.5,0.96211,0.078584,0.082680,0.505730,0.163157,0.092082
6537066,769.9,328.9,798.4,396.6,0.95143,0.042683,0.023055,0.546310,0.119542,0.067142
6537066,912.5,492.7,952.7,579.9,0.93733,0.123644,0.065630,0.110418,0.601237,0.669529
6537066,551.3,262.5,591.0,315.2,0.88538,0.040939,0.000735,0.046298,0.333530,0.244650
