time_ms,x1,y1,x2,y2,score,t1_cs,t1gk_cs,t2_cs,t2gk_cs,ref_cs
526000,729.2,446.8,755.1,517.5,0.99481,0.352919,0.441020,0.719234,0.146143,3.194890
526000,277.3,482.2,328.3,535.4,0.99215,1.772466,0.150962,0.640780,0.577940,0.265671
526000,1003.4,455.7,1025.7,518.0,0.99196,3.647831,0.342319,0.846946,0.603492,0.523962
526000,872.8,419.4,895.0,483.4,0.99128,0.671361,0.328810,3.044383,0.367207,1.203425
526000,1196.0,473.2,1221.7,542.8,0.98589,0.920334,0.459053,2.782593,0.237796,1.790508
526000,368.3,456.4,399.9,517.5,0.97888,0.403203,0.229773,2.068141,0.241801,1.023110
526000,587.5,369.2,609.0,427.4,0.97841,0.816350,0.348588,2.284107,0.688558,0.824301
526000,96.7,671.7,124.3,718.7,0.95471,0.520040,0.142547,2.136428,0.007063,0.907182
526000,513.0,217.7,527.8,259.6,0.94971,0.228248,0.655546,0.324592,0.188515,1.530115
526000,987.8,293.5,1010.6,340.7,0.94789,0.278041,0.224279,0.843922,0.865112,0.449720
526000,579.4,307.6,608.8,359.2,0.94291,0.123246,0.116029,0.161777,1.118045,0.130984
526000,1119.5,374.8,1137.4,431.2,0.92506,0.671504,0.228570,2.675375,0.320709,1.011892
526000,22.2,588.7,64.0,687.7,0.90130,0.729658,0.251432,2.560075,0.192826,0.973747
526000,1083.6,145.5,1099.8,170.1,0.89831,0.007413,0.000000,0.675622,0.000000,1.051213
526000,1153.7,318.1,1179.8,359.9,0.86427,1.882171,0.128643,0.596650,1.636049,0.269648
526000,700.3,339.7,727.3,392.2,0.84474,0.658878,0.263432,2.276651,0.978306,0.667448
526000,26.9,376.7,49.4,404.0,0.81142,0.162433,0.040981,0.903703,0.000000,0.455353
526000,123.6,300.6,139.1,349.7,0.78638,0.378987,1.055890,0.741518,0.184205,2.369540
526000,970.1,146.5,983.8,167.1,0.76241,0.069251,0.012062,0.865731,0.000000,0.577296
526000,660.3,355.3,681.9,397.8,0.74790,0.591595,0.182115,0.315007,1.636271,0.200187
526000,493.7,218.9,508.3,263.5,0.74756,0.820321,0.592937,1.654049,0.138029,2.000199
526000,1054.4,145.0,1067.8,167.7,0.74392,0.078969,0.012062,0.990865,0.000000,0.323721
526000,854.9,299.9,876.0,346.5,0.72477,1.809803,0.208828,0.442377,1.268436,0.149325
526000,381.2,237.3,400.3,278.7,0.66699,0.010501,0.000000,0.941937,0.000000,0.196590
526000,949.2,148.1,962.3,169.4,0.66178,0.021002,0.000000,1.140848,0.000000,0.490640
526000,792.6,317.5,814.6,358.6,0.60457,0.502451,0.262148,1.952506,0.372525,0.737225
526000,391.9,235.8,407.4,277.2,0.59559,0.041019,0.000000,0.964983,0.000000,0.198345
526000,742.9,166.3,758.3,216.3,0.58887,0.496773,0.977608,1.120300,0.164488,1.660679
526000,910.2,149.2,924.6,176.6,0.56134,0.075186,0.049141,0.806668,0.000000,1.159555
526000,460.1,145.0,502.1,195.8,0.52945,0.315807,0.077906,1.452427,0.000000,1.236443
526000,364.7,248.7,383.9,286.4,0.50242,0.008030,0.000000,0.535446,0.000000,0.538006
526000,711.9,175.7,724.4,214.6,0.45959,0.568501,0.882768,1.359731,0.284508,2.041600
526000,652.1,155.6,681.7,218.8,0.38288,0.060256,0.000000,1.505856,0.000000,0.151999
526000,264.4,302.5,297.6,342.7,0.37661,0.036373,0.000000,0.724204,0.000000,0.326169
526000,56.9,373.3,76.2,397.6,0.35401,0.354446,0.031799,1.367130,0.000000,0.590099
526000,142.5,300.2,159.8,345.0,0.35389,0.180984,0.603741,0.260485,0.050850,1.257706
526000,139.2,301.9,164.6,371.0,0.31215,0.325642,0.828750,1.162224,0.112591,1.854547
526000,222.1,296.3,255.4,354.0,0.30174,0.014749,0.000000,0.488507,0.000000,0.409573
526000,81.6,354.5,102.6,390.7,0.30088,0.037246,0.000000,0.892762,0.000000,0.343753
526000,175.7,295.8,192.0,336.7,0.28730,0.028887,0.000000,0.726862,0.000000,0.222814
526000,389.2,105.5,434.3,156.1,0.27048,0.387963,0.095196,1.863206,0.000000,0.895749
526040,725.7,448.5,752.9,517.0,0.99400,0.304223,0.462999,0.611373,0.048391,3.438606
526040,871.8,420.8,894.1,483.9,0.99240,0.958359,0.286393,3.817579,0.397967,1.325472
526040,362.2,457.7,397.4,521.0,0.98830,0.541152,0.261492,2.224802,0.275194,0.962210
526040,1003.7,456.0,1026.4,523.1,0.98815,3.374016,0.278019,0.946815,0.643744,0.523513
526040,1194.2,477.9,1225.0,545.4,0.97578,0.966352,0.302189,2.888794,0.166563,1.343297
526040,267.8,485.5,321.5,534.7,0.97401,1.799245,0.186617,0.616451,0.737088,0.232450
526040,584.8,372.6,606.6,430.9,0.96802,0.925747,0.257492,2.450564,0.925201,0.856780
526040,656.8,356.9,678.3,406.1,0.94875,0.963340,0.440655,0.691425,1.389356,0.434665
526040,93.1,675.0,117.4,720.0,0.94638,0.500768,0.158521,1.914860,0.001413,0.755143
526040,985.8,295.3,1010.6,342.2,0.94623,0.269105,0.287350,1.100292,0.945177,0.497970
526040,512.4,221.3,527.1,263.0,0.93016,0.218571,0.769672,0.190882,0.182698,1.441135
526040,1117.5,378.1,1139.7,434.5,0.92742,0.663761,0.323745,2.582280,0.379752,0.972544
526040,1150.3,323.5,1170.4,362.0,0.90321,1.593094,0.087950,0.317033,1.342286,0.182344
526040,121.4,302.5,137.2,349.2,0.88723,0.308969,0.912490,0.840864,0.067871,2.395682
526040,15.5,592.4,60.3,690.3,0.88412,0.753247,0.249852,2.593785,0.203553,0.986254
526040,582.6,311.2,609.7,361.1,0.88128,0.093708,0.052227,0.051213,1.316452,0.057694
526040,692.5,342.5,723.6,392.5,0.87847,0.785978,0.329397,2.596677,0.762809,0.640696
526040,1085.3,147.7,1100.5,172.8,0.84559,0.007413,0.000000,0.689910,0.000000,1.363790
526040,491.5,222.5,507.7,264.7,0.82509,0.252301,0.546698,0.788305,0.088294,1.957159
526040,949.2,150.1,962.2,171.0,0.81763,0.028415,0.000000,1.549067,0.000000,0.217940
526040,140.3,303.7,158.7,347.8,0.77960,0.171958,0.571338,0.271836,0.057913,1.401528
526040,969.7,149.0,985.0,169.2,0.77831,0.146155,0.007676,1.163927,0.000000,0.510122
526040,846.7,299.7,875.8,351.3,0.63710,2.132050,0.224045,0.559943,1.389925,0.174821
526040,173.8,297.7,192.3,338.8,0.61609,0.065372,0.000000,0.902358,0.000000,0.265297
526040,222.7,296.2,253.0,356.0,0.60650,0.020406,0.000000,0.557959,0.000000,0.398471
526040,792.3,320.8,814.0,360.5,0.59641,0.290633,0.138962,2.030835,0.340461,0.748352
526040,379.2,241.4,396.4,282.2,0.59448,0.078969,0.000000,1.165352,0.000000,0.304802
526040,138.1,302.6,162.3,373.1,0.58447,0.367315,0.828199,1.228944,0.172189,2.139056
526040,1055.6,147.9,1068.2,168.1,0.55982,0.014207,0.000000,0.624014,0.000000,0.281844
526040,743.0,168.4,758.0,218.8,0.54966,0.422555,1.210254,1.091217,0.059142,1.901809
526040,390.8,237.6,406.5,280.1,0.54160,0.059820,0.000000,0.781770,0.000000,0.154507
526040,458.1,146.3,501.4,196.4,0.54086,0.261559,0.059212,1.467947,0.000000,1.205796
526040,22.8,378.9,49.8,408.3,0.52695,0.138222,0.028509,1.024589,0.000000,0.556062
526040,712.0,176.8,723.8,215.0,0.49562,0.511756,0.680609,1.287579,0.099859,1.857167
526040,857.2,301.7,874.0,337.6,0.48175,1.672245,0.187860,0.213013,1.191510,0.100736
526040,911.4,151.2,925.5,179.8,0.42427,0.082801,0.014255,0.897086,0.000000,1.343479
526040,646.3,155.0,677.8,221.8,0.39474,0.144623,0.000000,1.366716,0.000000,0.139373
526040,363.9,250.5,382.9,287.5,0.36577,0.005559,0.000000,0.506230,0.000000,0.518217
526040,77.9,355.6,103.4,394.4,0.31216,0.035138,0.000000,0.792433,0.000000,0.350655
526040,52.2,369.5,73.0,402.0,0.26768,0.070085,0.018641,0.802397,0.000000,0.551356
526040,308.5,151.1,354.4,202.6,0.25942,0.205329,0.029873,1.528956,0.000000,0.736945
526040,234.4,178.6,269.7,241.9,0.25603,0.253193,0.053287,1.285467,0.000000,0.808151
526080,1002.1,460.9,1028.4,528.0,0.99400,3.310596,0.405022,1.152636,0.719265,0.495267
526080,869.9,423.3,892.9,490.9,0.99264,0.535986,0.274340,3.167384,0.490053,1.020610
526080,719.2,450.3,748.1,515.3,0.99161,0.354613,0.480122,0.848684,0.084946,3.435596
526080,356.1,459.9,392.6,521.9,0.97867,0.773086,0.464915,2.502277,0.318636,1.276646
526080,582.6,376.2,602.6,438.4,0.96583,0.778482,0.394268,2.362303,0.808724,0.889364
526080,1195.4,482.9,1228.4,550.7,0.96264,0.847361,0.242328,2.819975,0.149174,1.316382
526080,253.2,489.9,306.6,540.9,0.95869,1.517148,0.138296,0.541404,0.559803,0.267988
526080,6.7,597.2,54.4,699.1,0.95755,0.744051,0.253969,2.546001,0.223302,0.956941
526080,87.8,680.8,112.0,720.0,0.95411,0.557477,0.179218,1.774755,0.007063,0.812188
526080,651.5,360.3,673.0,408.6,0.94098,1.431703,0.218524,0.646566,0.896822,0.258726
526080,1115.1,383.2,1140.6,439.9,0.92370,0.731093,0.297629,2.905130,0.392704,0.969968
526080,511.5,226.1,525.7,265.5,0.91207,0.106629,0.747618,0.075749,0.205892,1.167398
526080,682.4,347.9,719.9,398.9,0.91001,0.947956,0.297912,2.554129,0.618235,0.845946
526080,980.7,299.5,1008.8,347.6,0.88875,0.237809,0.150450,1.038333,0.785046,0.431278
526080,1140.1,328.9,1163.1,380.4,0.84308,1.552339,0.105177,0.642918,1.032057,0.172307
526080,490.8,226.4,505.0,268.2,0.81773,0.271687,0.559281,0.741122,0.050251,2.024578
526080,586.0,314.0,605.3,359.9,0.75050,0.024533,0.013057,0.000000,0.819215,0.001756
526080,846.0,309.3,871.8,350.8,0.72552,2.046519,0.233671,0.530844,1.304762,0.155059
526080,1088.3,152.3,1101.4,175.4,0.72183,0.042129,0.002193,0.552630,0.000000,1.139487
526080,951.3,153.5,965.1,175.5,0.71610,0.005559,0.000000,1.234363,0.000000,0.292917
526080,1189.2,177.8,1209.4,217.8,0.66581,0.010501,0.000000,0.017352,0.000000,1.101599
526080,742.5,172.3,757.9,222.9,0.66450,0.492483,1.093671,1.126722,0.230576,1.834142
526080,711.4,181.7,723.6,221.7,0.55840,0.518311,0.799353,1.119508,0.313619,2.040802
526080,646.4,154.9,678.1,224.3,0.54968,0.176980,0.000000,1.444200,0.000000,0.098195
526080,388.2,242.3,403.8,284.6,0.46311,0.019767,0.000000,0.862279,0.000000,0.113269
526080,218.8,302.7,251.5,362.0,0.43679,0.002471,0.000000,0.511495,0.000000,0.379748
526080,117.6,310.6,132.5,356.2,0.36923,0.317560,0.972097,0.440155,0.138707,2.354960
526080,375.3,244.7,394.8,285.9,0.34534,0.050902,0.000000,1.106307,0.000000,0.321599
526080,791.8,327.3,808.7,364.2,0.33351,0.510058,0.257756,2.370228,0.090767,1.037522
526080,134.4,308.6,162.7,382.4,0.29924,0.351281,0.739417,1.464513,0.113322,2.089904
526080,1146.0,330.5,1162.0,362.4,0.28642,1.800740,0.068992,0.496637,1.224699,0.169959
526080,395.4,119.0,437.7,167.2,0.25482,0.204909,0.065791,1.811842,0.000000,0.805090
526120,1000.7,462.5,1028.1,531.0,0.99551,3.234208,0.385391,1.243347,0.743863,0.454481
526120,712.4,452.8,742.2,517.0,0.99374,0.324132,0.502299,0.719831,0.084812,3.349784
526120,865.5,425.9,892.0,490.7,0.98866,0.601940,0.365418,3.177219,0.616281,1.291952
526120,350.5,462.0,387.8,520.8,0.98461,0.698564,0.292972,2.264268,0.250785,1.261176
526120,581.5,379.3,601.3,441.5,0.96769,0.779359,0.354871,2.187685,0.914227,0.760746
526120,1196.1,484.6,1228.4,553.6,0.96491,0.992905,0.274685,2.813129,0.283756,1.427126
526120,5.3,600.3,47.3,702.3,0.95650,0.727630,0.271680,2.610926,0.217783,0.992191
526120,243.3,491.6,289.5,547.7,0.95468,1.665550,0.173891,0.751610,0.732476,0.376016
526120,508.7,225.5,523.6,267.9,0.94778,0.299261,0.475162,0.278874,0.290468,1.443540
526120,650.5,361.3,669.9,414.5,0.93493,1.576721,0.170476,0.633291,0.878742,0.198561
